醫事機構代碼,醫事機構名稱,特約類別,電話,地址
3736201749,名一牙醫診所,診所,04-22789933,台中市大里區新仁里新仁７街９４號
3536200711,惠群診所,診所,04-22761141,台中市大里區新仁路１段１２３－１０號
3836201750,弘安中醫診所,診所,04-22708963,台中市大里區新仁路１段１５３號
5936200032,優美藥師藥局,藥局,04-24872277,台中市大里區新仁路３段２２７號
3736200644,誠品牙醫診所,診所,04-22781718,台中市大里區新仁路一段１２７號
3836200208,永安中醫診所,診所,04-22786679,台中市大里區新仁路一段２７６號
3536200015,江外科診所,診所,04-24062524,台中市大里區新里里大新街６號
3536202537,蔡政益小兒科診所,診所,04-24870721,台中市大里區新里里益民路２段１６９號
3536201245,祥合診所,診所,04-24075638,台中市大里區新里里新興路１９號
5936209796,永欣藥局,藥局,04-24077085,台中市大里區新里里新興路２４號
5936209572,樺生藥局,藥局,04-24061162,台中市大里區新里里新興路５５號
3736200288,建銓牙醫診所,診所,04-24833828,台中市大里區新南路１５４號
3536201405,里澄診所,診所,04-24060956,台中市大里區新興路１０１號１樓
3736202004,祥能牙醫診所,診所,04-24060855,台中市大里區新興路１２號１及２樓
3536201094,大欣診所,診所,04-24069660,台中市大里區新興路１５號
3536200702,佑仁診所,診所,04-24061222,台中市大里區新興路１８號
3536201101,三上耳鼻喉科診所,診所,04-24953856,台中市大里區瑞城里成功路４１９．４２１號
593620A855,三德藥局,藥局,04-24953856,台中市大里區瑞城里成功路４１９號
3736201794,祐德牙醫診所,診所,04-24950566,台中市大里區瑞城里成功路422號
3736200402,合慶牙醫診所,診所,04-24920707,台中市大里區瑞城里塗城路４７５號
5936209401,聯鎰藥局,藥局,04-24925531,台中市大里區瑞城里塗城路５０３號
3536200177,親民診所,診所,04-24952139,台中市大里區瑞城里塗城路５６２號
3736201865,敏勝牙醫診所,診所,04-24850031,台中市大里區德芳南路３４１號１，２樓
3536201361,博生婦產科診所,診所,04-24839277,台中市大里區德芳南路３５２號１樓、３５０號２樓
3536202715,和信診所,診所,04-24830848,台中市大里區德芳路一段６３號３樓
3817060300,吳秋霖中醫診所,診所,04-23235636,台中市大洲街９６號
3536100412,愛生家庭醫學科診所,診所,04-25601402,台中市大雅區三和里學府路４１７號
3536100403,台光診所,診所,04-25674548,台中市大雅區上雅里民生路一段１８３號
3836101219,順安堂中醫診所,診所,04-25654089,台中市大雅區上雅里民生路一段213號
3836101200,尚安堂中醫診所,診所,04-25678022,台中市大雅區上雅里學府路４１１號
3736100149,豐義牙醫診所,診所,04-25676509,台中市大雅區上楓里民生路三段３４２號
3736100130,明德牙醫診所,診所,04-25675533,台中市大雅區上楓里民生路三段３７０號
5936101820,妙昌藥局,藥局,04-25664426,台中市大雅區大雅村永和路１９４號
5936100083,朱保安藥局,藥局,04-25661860,台中市大雅區大雅里大雅路１１２號
3736100103,瑞昇牙醫診所,診所,04-25689128,台中市大雅區大雅里大榮街１２４號
9436101066,忠華醫事檢驗所,檢驗所,04-25668989,台中市大雅區大雅里大榮街８號
5936101795,文雅藥局,藥局,04-25683943,台中市大雅區大雅里中山北路４９２１號
5936100136,啟瑞中西藥局,藥局,04-25662976,台中市大雅區大雅里中清路二段７５號
3836100169,宗誠中醫診所,診所,04-25693672,台中市大雅區大雅里民生路２段１８號
3736100069,楓林牙醫診所,診所,04-25683172,台中市大雅區大雅里民興街１２７號
3536100387,廖耳鼻喉科診所,診所,04-25694118,台中市大雅區大雅里民興街２５號
3536100216,崇德外科診所,診所,04-25662071,台中市大雅區大雅里民興街４１號
3536100350,李思靜診所,診所,04-25685518,台中市大雅區大雅里民興街５６號
3536100449,長安診所,診所,04-25609988,台中市大雅區大雅里民興街５７號１，２，３樓
3736100238,康泰牙醫診所,診所,04-25663040,台中市大雅區大雅里學府路２１３號
3536100234,黃名正小兒科診所,診所,04-25672053,台中市大雅區大雅里學府路２１９號
3536100127,張內兒科診所,診所,04-25663167,台中市大雅區大雅里學府路２９０號
3836100043,生原中醫診所,診所,04-25660995,台中市大雅區大雅里學府路３２９號
3536101464,吳耳鼻喉科診所,診所,04-25683001,台中市大雅區大雅里學府路３３３號
3536101482,林釗尚小兒科診所,診所,04-25600313,台中市大雅區大雅路１４９、１５１號
3536100369,六寶診所,診所,04-25676501,台中市大雅區中清路４段８３９號１樓
3736100167,凱美牙醫診所,診所,04-25663716,台中市大雅區中清路三段１０１５號１樓
3536100341,李明慧婦產科診所,診所,04-25677957,台中市大雅區中清路三段１１８９號
3536100270,宗澤診所,診所,04-25683943,台中市大雅區文雅里中山北路４９２號
3536101615,雅林診所,診所,04-25687742,台中市大雅區四德里神林南路６３３號
3736101324,晶采牙醫診所,診所,04-25607630,台中市大雅區民生路１段３０２號
3736101306,康博牙醫診所,診所,04-25680582,台中市大雅區民生路１段５７號
3536101633,李大東皮膚科診所,診所,04-25678162,台中市大雅區民生路１段５９號
5936102970,正豐藥局,藥局,04-25678858,台中市大雅區民生路２段４號
3736101299,回生牙醫診所,診所,04-25652557,台中市大雅區民生路一段１６０號
3536101642,佳興耳鼻喉科診所,診所,04-25681165,台中市大雅區民生路一段２１０號１樓
3736100014,得恩牙醫診所,診所,04-25666099,台中市大雅區民生路一段２１４號
3836100052,一誠堂中醫診所,診所,04-25683701,台中市大雅區民生路一段７３，７５號
3736100087,朝美牙醫診所,診所,04-25686497,台中市大雅區民生路二段六號
5936101893,新信和藥局,藥局,04-25603058,台中市大雅區民興街５０號
3536101599,維弘復健科診所,診所,04-25681919,台中市大雅區民興街６３號１，４，５樓
3836101255,耕心中醫診所,診所,04-25665799,台中市大雅區民興街６９號１、２樓
5936102961,江內藥局,藥局,04-25652671,台中市大雅區西寶里雅潭路１１６號
3836101193,神林中醫診所,診所,04-25606327,台中市大雅區員林里神林路１段１６８．１６８１號
3536101553,青春診所,診所,04-25653388,台中市大雅區神林南路１９７巷５５之１１號
3736100194,晟大牙醫診所,診所,04-25693888,台中市大雅區雅潭路３９６號
3836101246,長德中醫診所,診所,04-25668489,台中市大雅區雅潭路４段７１５號１樓
5936103048,大雅藥局,藥局,04-25653456,台中市大雅區雅環路２段２０號
3836101228,聖原中醫診所,診所,04-25672200,台中市大雅區雅環路二段２７６號１樓、２樓
3736101333,天誼牙醫診所,診所,04-25602600,台中市大雅區雅環路二段３３６號
3836101264,陳怡吏中醫診所,診所,04-25683541,台中市大雅區學府路１２９之４號１樓
3536100154,陳台祝診所,診所,04-25680299,台中市大雅區學府路１７１號
5936103002,學府藥局,藥局,04-25609333,台中市大雅區學府路２２５號１樓
3536101606,得康診所,診所,04-25609961,台中市大雅區學府路２２７號
3736101280,仁美牙醫診所,診所,04-25605842,台中市大雅區學府路２５０巷７４號
5936102998,妙昌藥局學府店,藥局,04-25689841,台中市大雅區學府路２９９號
5936100047,光田藥局,藥局,04-25663077,台中市大雅區橫山里永和路４８號
3717010059,誠信牙醫診所,診所,04-22200390,台中市中區三民路２段６０號１樓
3517012540,詹東霖心身診所,診所,04-22256362,台中市中區三民路二段１１號１樓
3717010326,李聰周牙醫診所,診所,04-22252674,台中市中區大墩里三民路二段１７巷２號
3817010195,同慶內科中醫診所,診所,04-22235224,台中市中區大墩里中山路２００號
3517010331,楊皮膚科診所,診所,04-22275079,台中市中區大墩里民族路１５５號
3517010984,宇田婦產科診所,診所,04-22211377,台中市中區中山里中山路５號
5917010215,四川堂藥局,藥局,04-22213081,台中市中區中山路３４３號１樓
5917011934,一安堂藥局,藥局,04-22259616,台中市中區中正路１２號１樓
3717010013,三民張牙醫診所,診所,04-22183266,台中市中區中正路３１４號１樓
5917011945,正三吉藥局,藥局,04-22207700,台中市中區中正路５７號
3717010228,張家禎牙醫診所,診所,04-22010889,台中市中區中政里中華路二段２２號
3817011521,吉安中醫診所,診所,04-22260136,台中市中區中音里大誠街１號１樓
3517011061,陳盛全婦產科診所,診所,04-22276486,台中市中區中榮里中華路１段１３２號
3517010975,江啟鋒診所,診所,04-22268703,台中市中區中墩里三民路２段１５１號
3517010493,蔡家庭醫學科診所,診所,04-2237756,台中市中區中墩里三民路二段１１６號８樓之２
3517010322,陳皮膚科診所,診所,04-22252067,"台中市中區台灣大道一段５４２號 １樓"
1517011112,澄清綜合醫院,區域醫院,04-24632000,台中市中區平等街１３９號
7617011030,澄清綜合醫院附設居家護理所,居家護理,04-24632000,台中市中區平等街１３９號３樓
5917011801,惠春藥局,藥局,04-22227807,台中市中區平等街１４８號１樓
3517012595,芳英婦幼診所,診所,04-22229788,台中市中區平等街７號１、２、３、４、５樓、地下１樓
5917011847,郭藥局,藥局,04-22200005,台中市中區平等街一二四號
3717010148,明遠牙醫診所,診所,04-22222727,台中市中區正音里民族路２１７號
3517011230,王守仁診所,診所,04-22263988,台中市中區正音里柳川西路三段２０號
3717011869,三民牙醫診所,診所,04-22275831,台中市中區民族路１９６號１、２樓
3517011169,洪志青診所,診所,04-22256060,台中市中區民族路９５號
1517011103,第一醫院,地區醫院,04-22221122,台中市中區民族路一八四號
3717010433,民權牙醫診所,診所,04-22213856,台中市中區民權路100號2F-1
3517012504,夏幸賢診所,診所,04-22227885,台中市中區民權路１５４號１樓
3517012380,黃迎凱婦產科診所,診所,04-22238388,台中市中區光復路５６號１至３樓
3517010046,端容眼科診所,診所,04-22222679,台中市中區自由里民族路５５號
3717010317,安正牙醫診所,診所,04-22247541,台中市中區自由里民權路８０巷１號
5917010082,仁壽藥局,藥局,04-22228058,台中市中區東墩里三民路三段１號
3517010831,賴婦產科診所,診所,04-22270871,台中市中區東墩里三民路三段４１號
3717010022,永欣牙醫診所,診所,04-22263866,台中市中區南京里綠川西街１７９號
3717010406,皇仁牙醫診所,診所,04-22260768,台中市中區南京里雙十路一段１號２Ｆ
3517010528,許內科診所,診所,04-22230842,台中市中區建國里建國路１７５號
5917010279,中一藥局,藥局,04-22235326,台中市中區建國里建國路２２２號１Ｆ
3517010877,鍾榮輝診所,診所,04-22235326,台中市中區建國里建國路２２２１號
1117010019,仁愛醫療財團法人台中仁愛醫院,地區醫院,04-22255450,台中市中區柳岸里柳川東路三段３６號
3517010457,全生內兒科診所,診所,04-22201528,台中市中區柳原里公園路３０－１號
5917010064,健暉藥局,藥局,04-22224418,台中市中區柳原里公園路７９號
3517010715,全佑外科婦產科診所,診所,04-22282940,台中市中區重慶里市府路１４１號
3517011070,張小兒科診所,診所,04-22244698,台中市中區重慶里市府路１６號
3717010291,新吉昌牙醫診所,診所,04-22232116,台中市中區重慶里市府路３０號１樓
3517010180,吳眼科診所,診所,04-22222489,台中市中區重慶里市府路７３號
3517010608,王守典婦產科外科診所,診所,04-22201042,台中市中區博松里中山路３６０號
