機構名稱,機構電話,機構地址
京站全人牙醫診所,25525652,臺北市大同區華陰街59號2樓
忻安牙醫診所,25957885,臺北市大同區昌吉街122號
路易牙醫診所,25522665,臺北市大同區華陰街43號
大翔牙醫診所,2599-3738,臺北市大同區重慶北路三段278之1號8樓
棒棒牙醫診所,02-25553085,臺北市大同區承德路二段81號1樓、2樓
名柏牙醫診所,25913756,臺北市大同區承德路三段247巷26號
欣容牙醫診所,225577918,臺北市大同區重慶北路二段２３５號
大仁牙醫診所,225576035,臺北市大同區雙連街五十四號一樓
台一牙醫診所,225590918,臺北市大同區南京西路６１號７樓
傑品牙醫診所,225996717,臺北市大同區哈蜜街５９巷３１弄１號
博群牙醫診所,225509452,臺北市大同區延平北路二段２１９號
延平牙醫診所,225530445,臺北市大同區延平北路二段２０７號二樓
永東牙醫診所,0225974066  85961189,臺北市大同區延平北路三段二十七號
永新聯合牙醫診所,225971935,臺北市大同區重慶北路三段185號2樓
池明仁整形外科診所,225223377,臺北市中山區民生東路一段１３號５樓
丘子宏眼科診所,225217179,臺北市中山區中山北路二段１０８號２Ｆ
宗北內科診所,225411001,臺北市中山區民生西路24號2樓
世珍婦產診所,227212501,臺北市中山區朱崙街四十六號
中山實美整形外科診所,227646921,臺北市中山區中山北路二段１０６之２號４樓
東方整形外科診所,225235225,臺北市中山區中山北路一段１２２號２樓
長春眼科聯合診所,225177060,臺北市中山區建國北路二段６６號
仁佑診所,225980570,臺北市中山區民權西路７９號２樓
德美診所,225326618,臺北市中山區北安路五九六號一樓
英政耳鼻喉科診所,27512758,臺北市中山區長安東路二段１６９之9號
蔡仁雨皮膚科診所,25165661,臺北市中山區南京東路三段１１８號３樓
正恩耳鼻喉科診所,225052293,臺北市中山區錦州街３６５號１樓
蘇宋儒婦產科診所,225323833,臺北市中山區北安路６２４號２樓
瑞光眼科診所,25219284,臺北市中山區南京東路一段二十五號
鄭志誠小兒科診所,02-25512246,臺北市中山區民生東路一段八號
黃大倫婦產科診所,25006032,臺北市中山區長安東路二段一三一之三號一樓二樓
潘外科內科診所,25711993,臺北市中山區長春路一三五之一號二樓
王俊民皮膚科診所,25091982,臺北市中山區松江路一二七之一號三樓
蔡國賢耳鼻喉科診所,25178178,臺北市中山區長安東路二段108之2號
全安診所,25117503,臺北市中山區天祥路20號
森森診所,25612927,臺北市中山區中山北路一段72號2樓之3
登彩整形外科診所,25315762,臺北市中山區中山北路二段62巷5號1、3樓
光華家醫科診所,25072342,臺北市中山區松江路21號
信義婦產科診所,25376991,臺北市中山區中山北路二段99號6樓之2
王榮彬骨科診所,25816632,臺北市中山區中山北路二段77巷2號
花漾整形外科診所,25915777,臺北市中山區民權東路2段21號3樓
會心診所,,臺北市中山區雙城街19巷8號4樓之5
生泉婦產科診所,225235566,臺北市中山區民生東路一段30號3、4、5樓
董漢欽婦產科診所,02 25224111,臺北市中山區林森北路二六０號三樓之二
楊吉銓婦產科診所,225216314,臺北市中山區民生東路二段１０９號
振隆眼科診所,225020102,臺北市中山區南京東路一段２號３Ｆ－３
中崙聯合診所,227711501,臺北市中山區八德路2段303號、305號1樓及307號1樓後半部
陳炯輝小兒科診所,225221796,臺北市中山區民生東路二段１０３號
曾婦產科診所,225376712,臺北市中山區長安東路二段11之1號〈實際營業場所在一樓〉
十全小兒科診所,25026347,臺北市中山區長春路２８５－２號
陳家庭醫學科診所,225981311,臺北市中山區吉林路３１５巷１８號
蕭繁雄婦產科診所,225416967,臺北市中山區中山北路二段１００號
黃中豪婦產科診所,225516815,臺北市中山區吉林路１３１號２Ｆ
高添富婦產科診所,225955575,臺北市中山區民權東路一段６７號２樓
賴國良婦產科診所,225816624,臺北市中山區錦西街１之５號
樂寬內科診所,225971317,臺北市中山區民權東路二段７１巷４５號
李堯?內兒科診所,225961172,臺北市中山區民權東路二段２３號
趙素芳婦產科診所,227512482,臺北市中山區長安東路二段一七八之六號二樓
李木生婦產科診所,225012312,臺北市中山區長安東路二段九十號1-4樓八十八號4樓
臺北市立聯合醫院附設中山門診部,225014614,臺北市中山區松江路３６７號１樓
宏仁診所,25713168,臺北市中山區長安東路二段17號
達人診所,25869988,臺北市中山區中山北路3段45號2樓
明水時尚診所,85097777,臺北市中山區北安路569之1號
生技明生診所,25627526,臺北市中山區中山北路1段72號2樓，2樓之1，2樓之2
莊宇龍診所,,臺北市中山區北安路637號
創健診所,02-5556-6789,臺北市中山區復興北路378號地下一層
永欣診所,25711009,臺北市中山區南京西路10號9樓
長春耳鼻喉科診所,25235575,臺北市中山區長春路128之1號
漾麗診所,25855580,臺北市中山區林森北路556號2樓
千代田診所,25810303,臺北市中山區南京西路1號6樓之7之8、7樓之11之12
魅力必緹診所,25997797,臺北市中山區中山北路三段57號2樓
大直英爵時尚診所,85027286,臺北市中山區敬業三路153號及155號
維多莉亞發毛診所,25162006,臺北市中山區南京東路三段91號2樓
綺麗嘉美型診所,25210010,臺北市中山區松江路338號2樓及3樓
旭恩復健科診所,27528654,臺北市中山區復興北路38號2樓
楊菘宇整形外科診所,25236655,臺北市中山區中山北路二段2號5樓
愛鄰診所,25322333,臺北市中山區北安路520之1號
淨妍診所,25681168,臺北市中山區南京西路10號7樓之1
佳禾骨科診所,25427171,臺北市中山區民生西路54號3樓
思雲診所,25713839,臺北市中山區中山北路二段137巷10號、地下室
葛萊美診所,25312532,臺北市中山區南京東路二段26號2樓及3樓，4樓
晶華經典美醫診所,25111000,臺北市中山區中山北路二段39巷2之2號3、4樓
侯耳鼻喉科診所,25411572,臺北市中山區中山北路二段78號2樓
怡仁診所,25815656,臺北市中山區中山北路1段82號5樓
元和雅整形外科診所,25681155,臺北市中山區中山北路二段150號6樓
四季花妍整形診所,02-25681906,臺北市中山區長春路16號5樓
松江佳醫美人診所,25099191,臺北市中山區松江路75之1號 3樓
法漾診所,25071786,臺北市中山區龍江路305巷16號
蔡明賢婦產科診所,225925855,臺北市中山區林森北路640號
劉雲祥診所,225036802,臺北市中山區龍江路２４６號
洪都診所,225083703,臺北市中山區伊通街一○六巷一號二樓
晏安診所,227729322,臺北市中山區長安東路二段１８９號之６
劉宣彥診所,225075561,臺北市中山區伊通街十七之四號
長安內外科診所,227111000,臺北市中山區八德路二段２５９號
芯慈耳鼻喉科診所,225048803,臺北市中山區長春路２８９號
陳正熹耳鼻喉科診所,225857518,臺北市中山區雙城街１０巷１８號１樓
如田診所,225361100,臺北市中山區民生東路二段一二八號一樓
賴達三診所,225710685,臺北市中山區民生東路二段８２號
鼎廬診所,225613376,臺北市中山區中山北路二段１３７巷３７號１樓
蔡瓊瑤眼科診所,225059276,臺北市中山區龍江路２７１巷６號
德容聯合診所,225643076,臺北市中山區吉林路197號、197號2樓
王宗前診所,225213817,臺北市中山區吉林路２５０號
大直診所,02-25332339,臺北市中山區北安路591號及北安路595巷2弄2號
陳芳武診所,225630328,臺北市中山區中山北路一段５３巷１５號
王榮華婦產科診所,225422507,臺北市中山區吉林路２３９號３樓之１
富生婦產科診所,225812285,臺北市中山區吉林路１５７號
葉小兒科診所,227130348,臺北市中山區長春路２２７號
柏泉內科小兒科診所,225331730,臺北市中山區北安路５９５巷２０弄５號
歐婦產科診所,225631711,臺北市中山區民生東路二段８０號
陳眼科診所,225119088,臺北市中山區中山北路二段５９之１號２樓
黃喜祥小兒科診所,225616368,臺北市中山區民生東路二段８４號
楊光榮耳鼻喉科診所,225631398,臺北市中山區民權東路二段五十六號
王三郎婦產科診所,225948758,臺北市中山區中山北路二段166號之2
吳輝明婦產科診所,225511234,臺北市中山區長春路７８號２Ｆ
蕭俊雄泌尿科外科診所,225815936,臺北市中山區中山北路二段７2巷3號
李義男婦產科診所,225239923,臺北市中山區中山北路二段７１號４樓
輝雄診所,225602586,臺北市中山區吉林路300號1、2、3、4樓302號 1、2、3、4樓
林錦祥耳鼻喉科診所,02 25053069,臺北市中山區五常街９１號１樓
周賢章耳鼻喉科診所,225213101,臺北市中山區天祥路２６號
楊錦標神經科診所,225615668,臺北市中山區民生西路24號5樓
北安聯合診所,25337777,臺北市中山區北安路569之2號 569之3號 569之3號二 樓 569之4號 569之1號二 樓 569之2號二 樓
邱內科診所,225415671,臺北市中山區南京西路２號2 .３樓
江得信耳鼻喉科診所,225616835,臺北市中山區民生東路二段43號
陳世澤內科診所,225014769,臺北市中山區龍江路２８４－１號
明錦健康時尚診所,25111656,臺北市中山區南京東路二段62號7樓
全新整形外科診所,2502-1612,臺北市中山區南京東路三段9號4樓
晶緻美學診所,02-25816789,臺北市中山區南京西路1之1號4樓
蜜思綺醫美診所,25111212,臺北市中山區林森北路263號2樓之1
林丹薇診所,25867873,臺北市中山區中山北路二段162號9樓
林秀玲診所,25867873,臺北市中山區中山北路二段162號9樓
吳佩臻診所,25867873,臺北市中山區中山北路二段162號9樓
美麗好診所,25718678,臺北市中山區南京東路一段42號3樓
劉豪文整形外科診所,25811000,臺北市中山區中山北路2段31號5樓
慶生診所,25963456,臺北市中山區林森北路561號2樓之7及之8
曼都整形外科診所,25681122,臺北市中山區南京東路2段76號7樓
風尚茗媛診所,25812780,臺北市中山區中山北路2段27巷4號
立媛診所,2425-2600,臺北市中山區長春路354號
瑞醫時尚醫美診所,2719-1799,臺北市中山區復興北路164號3樓之1
順風美學醫美診所,25925777,臺北市中山區中山北路二段171號3樓、4樓
媚登峰南西診所,25813151,臺北市中山區中山北路二段2號4樓
南西雅美姬時尚診所,02-25682919,臺北市中山區南京西路1之2號7樓
東方院診所,2509-0085,臺北市中山區合江街170巷11號
優悅美診所,25235131,臺北市中山區民權東路二段46號5樓之2
施宏男復健科診所,02-25819995,臺北市中山區松江路158號3樓、3樓之1
澤陞診所,2713-7187,臺北市中山區長春路378號6樓之1
嬌嬌女醫美時尚診所,55812281,臺北市中山區復興北路420號12樓，12樓之2
傳醫診所,25812026,臺北市中山區中山北路二段126之3號2樓(實際營業場所二層、三層)
璽安醫美時尚診所,25217165,臺北市中山區長春路3巷13、15號
喜悅健康診所,2504-0089,臺北市中山區龍江路152號地下一層、152號地下一層之2
永瀚診所,2718-3327,臺北市中山區長春路328號9樓之3
亞漾林森醫美診所,25420325,臺北市中山區錦州街23巷7、9號1、2樓
龍江小兒科診所,225152433,臺北市中山區龍江路１８１－１號１樓
晉宏診所,25054727,臺北市中山區復興北路５１４巷５６號１樓
林哲民診所,25026854,臺北市中山區龍江路356巷24號
大直復健科診所,85096363,臺北市中山區北安路630巷25弄16號
寧康聯合診所,25013862,臺北市中山區遼寧街224號
新人內科診所,02-25015360,臺北市中山區龍江路一八五之一號一樓
宏林診所,02-25618979,臺北市中山區民生西路六號一、二樓
南山診所,25687389,臺北市中山區民權東路二段144號3樓
吳振力診所,25095909,臺北市中山區長春路三０九號
玉山診所,225182105,臺北市中山區錦州街二五一號二樓
