,54e0cc8e-6f30-43c2-aa6d-333ad38a10d1
"AMDIPHARM LIMITEDTEMPLE  CHAMBERS 3 BURLINGTON ROAD, DUBLIN 4, IRELAND",54eed496-eb84-460c-9b22-5091d38a10d1
"AMERICAN CYANAMID COMPANY STAMFORD LAB.STAMFORD CONNECTICUT 06904",54eed495-61e8-434a-ae78-5091d38a10d1
"AMERICAN FAMILY PRODUCTS INC.19750 MAGELLAN AVENUE TORRANCE LOS ANGELES CALIFORNIA 90502",54eed494-cfcc-4081-a6f1-5091d38a10d1
"AMERICAN LAB INCOR.4410 SOUTH 102ND ST. OMAHA NEBRASKA 68127",54eed493-6650-4e5b-9cbd-5091d38a10d1
"AMERICAN PHARMACEUTICAL CO.245 FOURTH ST. PASSAIC, NEW JERSEY 07055",54eed493-7dc4-48f2-8fa4-5091d38a10d1
"AMERSHAM BUCHLER GMBH & CO KGGIESELWEG 1 D-3300 BRAUNSCHWEIG GERMANY",54eed49a-71d4-4e64-bec1-5091d38a10d1
"AMERSHAM PLC, AMERSHAM LABORATORIESWHITE LION ROAD AMERSHAM BUCKINGHAMSHIRE HP7 9LL U.K.",54eed49a-658c-4267-91f4-5091d38a10d1
"AMERSHAM PLC, GLOUCESTER LABORATORIESCOROLIN ROAD LOWER TUFFLEY LANE GLOUCESTER,GL2 6DQ U.K.AMERSHAM PLACE,LITTLE CHALFONT,BUCKINGHAMSHIRE;HP7 9NA U.K.",54eed49a-0c74-4a85-8a41-5091d38a10d1
"AMERSHAM PLC,AMERSHAM LABORATORIESWHITE LION ROAD AMERSHAM BUCKINGHAMSHIRE HP7 9LL,UNITED KINGDOM",54eed49a-16d0-44e6-be1a-5091d38a10d1
"AMFRE-GRANT INC.BROOKLYN 26, N.Y.",54eed48b-bd58-4c36-9894-5091d38a10d1
"AMGEN EUROPE B.V.MINERVUM 7061, NL-4817 ZK, BREDA, THE NETHERLANDS",54eed48a-b44c-4970-8e02-5091d38a10d1
"AMGEN INC.ONE AMGEN CENTER DRIVE, THOUSAND OAKS, CA 91320-1799",54eed48a-ec8c-4a2a-a919-5091d38a10d1
"AMGEN INC. (ACO)5550 AIRPORT ROAD BOULDER, CO 80301, U.S.A",54eed48a-04c4-4688-8507-5091d38a10d1
"AMGEN MANUFACTURING, LIMITEDSTATE ROAD 31, KILOMETER 24.6, JUNCOS, PUERTO RICO 00777",54eed48a-0544-43cb-9d1e-5091d38a10d1
"AMGEN MANUFACTURING,LIMITEDSTATE ROAD 31, KILOMETER 24.6, JUNCOS, PUERTO RICO 00777",54eed48a-4688-44b3-8a29-5091d38a10d1
"AMI LIFE SCIENCES PVT. LTD.BLOCK NO.82/B, ECP ROAD, AT & PO. KARAKHADI-391 450, TA. PADRA, DIST. BARODA, GUJ., INDIA.",54eed49a-e844-4ad2-908f-5091d38a10d1
"AMI LIFESCIENCES PVT. LTD.BLOCK NO. 82/B, ECP ROAD, AT & PO: KARAKHADI-391 450, TAL.: PADRA, DIST.: BARODA, GUJARAT, INDIA",54eed49a-d4b4-42b9-8ca5-5091d38a10d1
"AMINO SANEUENHOF-WETTINGEN",54eed492-5594-4ac1-97cf-5091d38a10d1
"AMINON PHARMACEUTICAL CO. LTD.NO 18, SENKAWA-CHO 1-CHOME TOSHIMA-KU TOKYO",54eed494-5984-4ac7-9d38-5091d38a10d1
"AMOIL ORGANICS LTD.PLOT NO. 322/4 40 SHED AREA G.I.D.C. VAPI 396 195 GUJARAT STATE INDIA407 DALAMAL HOUSE JAMNALAL BAJAJ ROAD NARIMAN POINT MUMBAI-400 021 INDIA",54eed498-b570-42ec-a9cc-5091d38a10d1
"AMOLI ORGANICS PVT LTD.PLOT NO.322/4 40 SHED AREA, GIDC, VAPI-396195 GUJARAT STATE, INDIA.",54eed499-81e4-415f-b636-5091d38a10d1
"AMOLI ORGANICS PVT.LTD.BLOCK NO.422,ECP CANAL ROAD,VILLAGE LUNA,TALUKA:PADRA,DIST.VADODARA,391 140,INDIA",54eed49a-d518-487d-8273-5091d38a10d1
"AMSA S.P.A.COMO, VIA G. DI VITTORIO 6VIA GALLARATE, 37-20151 MILANO",54eed497-2120-48b8-8988-5091d38a10d1
"AMSAL CHEM PRIVATE LIMITEDA-1, 401,402 & 403, G.I.D.C.,  INDUSTRIAL ESTATE, ANKLESHWAR, DISTRICT: BHARUCH, GUJARAT - 393002, INDIA",54eed498-52ac-44fd-ab53-5091d38a10d1
"AMYLIN OHIO LLC8814 TRADE PORT DRIVE, WEST CHESTER, OHIO 45071 USA",54eed49a-133c-4b47-8983-5091d38a10d1
"ANABOLIC INC.17802 GILLETTE AVENUE IRVINE CALIFORNIA 92714",54eed495-8a50-4928-bdbf-5091d38a10d1
"ANDARD-MOUNT (LONDON) LIMITED24/28 LONDON ROAD, WEMBLEY MIDDLESEX HA9 7HD",54eed495-8b14-4ef2-9a88-5091d38a10d1
"AndersonBrecon (UK) Limited.WYE VALLEY BUSINESS PARK, HAY-ON-WYE, HEREFORD HR3 5PG, UK",54eed49a-fab4-4a0a-bd1a-5091d38a10d1
"AndersonBrecon Inc4545 ASSEMBLY DRIVE, ROCKFORD, IL 61109 USA",54eed48a-bc9c-482c-9d16-5091d38a10d1
"AndersonBrecon, Inc.1635 NEW MILFORD SCHOOL ROAD, ROCKFORD, IL 61109, U.S.A.",54eed499-ada4-4ae4-a483-5091d38a10d1
"ANDHRA ORGANICS LTD.PLOT NO. 110A, IDA, PYDIBHIMAVARAM, RANASTHALAM MANDAL, SRIKAKULAM DISTRICT, ANDHRA PRADESH, INDIA.",54eed499-9a34-44d3-9820-5091d38a10d1
"ANEK PRAYOG PVT LTD.57/2, M.I.D.C, INDUSTRIAL AREA, DHATAV, ROHA, DIST RAIGAD-402116, MAHARASHTRA, INDIA",54eed499-55bc-4aa6-b03d-5091d38a10d1
"ANFARM-HELLAS S.A.SCHIMATARI-VIOTIA-GREECE",54eed48b-014c-4ec9-8a8d-5091d38a10d1
"ANGELINI FRANCESCO ROMAA.C.R. ANGELINI FRANCESCO (A.C.R.A.F.) VIALE AMELIA 70, ROMA",54eed489-6494-4ad8-8f4b-5091d38a10d1
"ANHUI WANBEI PHARMACEUTICAL CO., LTD.NO. 24, HUAIHAI ROAD, SHZHOU, ANHUI, CHINA",54eed48b-b0f8-4930-82fb-5091d38a10d1
"ANJII PHARMACENTICAL CO., LTD.",54eed495-5b84-4b63-a8f1-5091d38a10d1
"ANKERFARM S.P.A.VIALE LOMBARDIA 5-20092 CINISELLO BALSAMO, MILANA",54eed494-4e14-4568-ac56-5091d38a10d1
"ANONIMA MATERIE SINTETICHE & AFFINI S.P.A.VIA CECILLO 34, 22100 COMO (BRECEIA)",54eed493-1e08-4fc9-baff-5091d38a10d1
"ANPHAR LABORATORIES PVT. LTD.INDUSTRIAL EXTENSION AREA, PHASE III, GANGYAL, JAMMU-180010, INDIA",54eed49a-a6ac-4d8a-a9e6-5091d38a10d1
"ANQIU LU'AN PHARMACEUTICAL CO., LTD.NO.35 Weixu North Road,Anqiu,Shandong,China",54eed48b-6944-4cde-8e0b-5091d38a10d1
"ANSTO RADIOPHARMACEUTICALS AND INDUSTRIALSNEW ILLAWARRA ROAD, LUCAS HEIGHTS, NEW SOUTH WALES, 2234",54eed49a-4c4c-4547-97e0-5091d38a10d1
"ANSTO t/a ANSTO HealthBUILDINGS 23 AND 54, NEW ILLAWARRA ROAD, LUCAS HEIGHTS, NEW SOUTH WALES, 2234",54eed49a-80a4-4162-a1e8-5091d38a10d1
"ANTIBIOTICI CRISTALLIZZATI STERILI A.C.S. SPAVIALE ADDETTA, 6 20067 TRIBIANO MILANO",54eed496-00b8-4bbe-95f0-5091d38a10d1
"ANTIBIOTICOS DO BRASIL LTDA.ROD. GAL. MILTON TAVARES DE SOUZA SP-332, KM 135 COSMOPOLIS-SP. BRAZIL",54eed498-8154-4c9c-b319-5091d38a10d1
"ANTIBIOTICOS S.A.AVDA.DE ANTIBIOTICOS,59-61,24009,LEON,SPAINAVDA DE BURGOS, 8-A 28036-MADRID (ESPANA)",54eed492-4058-45d9-844f-5091d38a10d1
"ANTIBIOTICOS S.P.A.STRADA RIVOLTANA KM 6/7 RODANO (MI) ITALY",54eed497-e514-4e06-9300-5091d38a10d1
"ANTIGEN OVERSEAS LTD. (IRELAND)",54eed496-74dc-4165-b172-5091d38a10d1
"ANTIGEN PHARMACEUTICALS LTD.ROSCREA CO. TIPPERARY REPUBLIC OF IRELAND",54eed497-2abc-4a54-ad7d-5091d38a10d1
"ANTIVIOTIKI S.A.",54eed492-9340-47a7-b3f7-5091d38a10d1
"ANTON VON WALDHEIMA-1091 WIEN",54eed492-4648-44d5-8fd6-5091d38a10d1
"ANUH PHARMA LTD.3-A, SHIVSAGAR ESTATE, NORTH WING, DR. ANNIE BESANT ROAD, WORLI, MUMBAI 400 018, INDIA",54eed48a-14bc-4822-b1f2-5091d38a10d1
"ANYANG JIUZHOU PHARMACEUTICAL CO., LTD.BIAN QUE ROAD INDUSTRIAL CLUSTER ZONE OF TANGYIN, ANYANG CITY, CHINA",54eed48d-e060-4043-adac-5091d38a10d1
"APAC FINE CHEMICSLD, LLC.HIGHWAY 50 AND HAZEL AVENUE, RANCHO CORDOVA, CA 95670 USA",54eed489-039c-4ebe-ae7a-5091d38a10d1
"APEX DRUGS AND INTERMEDIATES LTD.SY. NO.14, GADDAPOTHARAM VILLAGE, JINNARAM MANDAL, MEDAK DISTRICT, ANDHRA PRADESH STATE, INDIA",54eed49a-8dc4-4840-8265-5091d38a10d1
"API CORPORATIONPLANT IWAKI 2-4-9, HIRANOMACHI, CHUO-KU, OSAKA 541-0046 JAPAN",54eed49a-38c8-41dd-b964-5091d38a10d1
"APOMEDICA GES. M.B.H.P.O. BOX 446,8011 GRAZ",54eed495-e40c-4398-a615-5091d38a10d1
"APOTECNIA S.A.CTRA. DE ZENETA, 149, 30588-BENIEL, MURICA, SPAIN",54eed499-6c6c-4aa1-b384-5091d38a10d1
"APOTEX INC.150 SIGNET DRIVE,TORONTO,ONTARIO,CANADA M9L 1T9",54eed489-77b8-41a7-a869-5091d38a10d1
"Apotex inc. - Etobicoke50 Steinway Boulevard,Etobicoke, Ontario, Canada M9W 6Y3",54eed489-2bc4-413c-b1a8-5091d38a10d1
"APOTEX INC. - RICHMOND HILL380 ELGIN MILLS ROAD EAST, RICHMOND HILL, ONTARIO, CANADA, L4C 5H2",54eed499-7cdc-4537-ae24-5091d38a10d1
"APOTEX INC.-ETOBICOKE50 STEINWAY BOULEVARD, ETOBICOKE, ONTARIO, CANADA M9W 6Y3",54eed49a-6bf4-487e-ad18-5091d38a10d1
"APOTEX INC.:P0020150 SIGNET DRIVE,TORONTO(WESTON),ONTARIO,CANADA M9L 1T9",54eed489-3d2c-4c3a-8158-5091d38a10d1
"APOTEX RESEARCH PRIVATE LIMITEDPLOT NO.1 & NO.2, BOMMASANDRA INDUSTRIAL AREA, 4TH PHASE, JIGANI LIND ROAD, BANGALORE 560 099, INDIA",54eed49a-ddec-4740-9ded-5091d38a10d1
"APOTHEKERNE'S LAB.OSLO 2, NORWAY",54eed495-5a40-4442-83f6-5091d38a10d1
"APTE AMALGAMATIONS LTD.AIRLINE HOTEL BUILDING, OPP. CINEMA, BOMBAY-400 020",54eed499-9a48-419c-aa98-5091d38a10d1
"APTUIT LAURUS PRIVATE LIMITEDPLOT NO. DSI, ICICI KNOWLEDGE PARK TURKAPALLY, SHAMEERPET(MD) RANGA REDDY (DT) HYDERABAD - 500 078, ANDHRA PRADESH, INDIA",54eed492-ea84-4160-af32-5091d38a10d1
"AR-EX LABORATORIES PVT LTD.( P) PLOT NO.10 CAMA INDUSTRIAL ESTATE, GOREGAON (EAST), MUMBAI-400 063, MAHARASHTRA, INDIA  (O) AREX HOUSE, 21, SITALADEVI TEMPLE ROAD,MAHIM,MUMBAI-400 016,INDIA",54eed49a-1d00-4b09-83b1-5091d38a10d1
"ARAKI YAKUHIN SOGO CO. LTD.NO. 52., SHINMACHI, KAMIICH-CHO TOYAMA",54eed48c-09b8-4491-b59b-5091d38a10d1
"ARAX  CO. LTD.NO.1,HANANOKI-CHO,KUSAKABE INAZAWA,AECHI-KEN,492  JAPAN",54eed489-2e94-4cad-b821-5091d38a10d1
"ARAX CO., LTD.1,KUSAKABE-HANANOKI-CHO,INAZAWA-SHI,AICHI-PREFECTURE 492-8176 JAPAN",54eed495-31bc-44b9-8d0e-5091d38a10d1
"ARBOCHEM PHARMACEUTICAL COMPANYMILANO",54eed489-e55c-4d38-b4fd-5091d38a10d1
"ARCANA KG. DR. C. HURKA (ARCANA KG. DR. G.)HOSSLGASSE 20. 9802 SPITTAL/DRAU WIEN.",54eed492-0d20-4eae-9a90-5091d38a10d1
"ARCARIA AUSTRIA (ARCANA AUSTRIA)SPITTAL/DRAU KARNTEN POSTFACH 43",54eed492-7e10-4799-9e90-5091d38a10d1
"ARCH PHARMALABS LIMITEDC-21/22 & F-40 MIDC PHASE II SAGAON DOMBIVLI (E) THANE 421 204 MAHARASHTRA INDIA",54eed498-a750-4385-ae58-5091d38a10d1
"ARCHEMIA S.P.A.MILANO",54eed48a-16a0-4697-9fa3-5091d38a10d1
"ARCHIFAR (INDUSTRIE CHIMICHE OBLTRENTINO) S.P.A. (DEL)VIA TRIVULZIO 18-20146 MILANO",54eed492-fb14-4946-adf7-5091d38a10d1
"ARCHIFAR S.P.A. LABORATORI CHIMICO FARMACOLOGICI S.P.A.RORERETO (TRENTO) CORSO VERONE 165",54eed495-073c-4906-a000-5091d38a10d1
"ARCHIMICA S.P.A.VIALE EUROPA 5 21040 ORIGGIO (VA) ITALY",54eed499-db70-41cc-99ee-5091d38a10d1
"ARCO LTD.LUGANO",54eed489-5208-487f-9ca6-5091d38a10d1
"ARCO PHARMACEUTICAL INC.105 ORVILLE DRIVE BOHEMIA NEW YORK U.S.A.",54eed495-d3f0-410e-a2dd-5091d38a10d1
"ARCOPHARMA LTD. S.A.111 CH. DU PONT-DU-CENTENAIRE 1228 PLAN-LES-OUATES. GENEVA.",54eed494-021c-44b5-900d-5091d38a10d1
"ARESCA CHEM. PHARM.",54eed493-99b4-47db-b82b-5091d38a10d1
"ARGAR SOCIATA INDUSTRIALE & COMMERIALE LTD.ROMA",54eed48a-e030-4371-bec1-5091d38a10d1
"ARIANE ORGACHEM PVT. LTD.PLOT NO. M.I.D.C. WALUJ, AURANGABAD PIN 431136 MAHARASHTRA, INDIA",54eed499-c89c-49ae-8066-5091d38a10d1
"ARIKEN CO. LTD.57, KAMI, 1-CHOME YEBIYE OSAKA",54eed489-4064-464c-840d-5091d38a10d1
"ARMOUR CHEMICALS LIMITED126/1, G.I.D.C. INDUSTRIAL ESTATE ANKLESHWAR-393-002, DIST-BHARUCH, GUJARAT-STATE",54eed497-c6d8-4d71-943c-5091d38a10d1
"ARMOUR MEDICAMENTA S.P.A.21040 ORIGGIO (VARESE)",54eed495-4cf8-4b2e-a593-5091d38a10d1
"ARMSTRONG LAB. INC.423 LA GRANGE STREET WEST ROXBURY, MA 02132, U.S.A.",54eed497-bc90-4688-99ef-5091d38a10d1
"ARNAR-STONE LAB INC.601 EAST KENSINGTON RD, MOUNT PROSPECT, ILLINOIS 60056",54eed493-3650-441b-a5fa-5091d38a10d1
"ARNET PHARMACEUTICAL CORP.4144 N.W. 132 STREET. OPA-LOCKA, FLORIDA 33054.",54eed495-d8a4-4efe-88c3-5091d38a10d1
"ARNOLD OTTO MEYERHEMBURG",54eed489-b924-4ef4-9a86-5091d38a10d1
"ARTESAN PHARMA GMBH & CO. KGD-29439 LUCHOW, WENDLANDSTR. 1, GERMANY",54eed495-d230-4329-953d-5091d38a10d1
"ARTHUR H COX AND COMPANY LTD.WHIDDON VALLEY. BARNSTAPLE. DEVON. EX32 8NS.",54eed495-66a8-4384-a555-5091d38a10d1
"ARZNEIMITTELWERK DRESDEN GMBHMEISSNER STRASSE 35, 01435 RADEBEUL GERMANY(MAIL ADDRS:MEISSNER STRASSE 35 D-01445 RADEBEUL)",54eed499-9150-4f62-9415-5091d38a10d1
"ASADA AME CO., LTD.MURAYAMA FACTORY: 5-29-7. KUMEGAWA-CHO. HIGASHI-MURAYAMA CITY TOKYO.",54eed496-6d00-45a4-8b15-5091d38a10d1
"ASADAAME CO., LTD. MURAYAMA FACTORY5-29-7, KUMEGAWA-CHO, HIGASHI-MURAYAMA CITY, TOKYO, JAPAN",54eed499-91e0-4bc2-9e4c-5091d38a10d1
"ASAHI BEER PHARMACEUTICAL CO., LTDNO. 7-1 KYOBASHI 3-CHOME. CHUO-KU TOKYO.",54eed495-e870-480d-936a-5091d38a10d1
"ASAHI CHEMICAL INDUSTRY CO. LTD.61 AZA-IKEDA,OAZA-FUKUDA,MIYOSHI-CHO,NISHI-KAMO-GUN,AICHI-KEN,JAPAN.2-6,DOJIMAHAMA,1-CHOME,KITA-KU,OSAKA,JAPAN",54eed492-e884-4ccc-8bef-5091d38a10d1
"ASAHI FOOD & HEALTHCARD,LTD.1-45,NISHI-SO CHO,SUITA-SHI,OSAKA,JAPAN",54eed497-3400-42b6-aa1f-5091d38a10d1
"ASAHI GLASS CO., LTD.25, TOUWADA, KAMISU-SHI, IBARAKI, JAPAN",54eed49a-d274-476d-a2dd-5091d38a10d1
"ASAHI KASEI COPORATION632 MIFUKU, OHITO-MACHI, TAGATA-GUN SHIZUOKA-KEN JAPAN2-6, 1-CHOME, DOJIMA-HAMA, KITA-KU, OSAKA, JAPAN",54eed492-2770-42d0-a679-5091d38a10d1
"ASAHI KASEI CORPORATION (NOBEOKA PHARMACEUTICALS PLANT)SHIN-OSAKA BUILDING, 2-6, 1-CHOME, DOJIMA-HAMA, KITA-KU, OSAKA",54eed498-1584-4107-b4e6-5091d38a10d1
"ASAHI KASEI FINECHEM CO.,LTD.6-2633-7, ASAHI-MACHI, NOBEOKA, MIYAZAKI 882-0847, JAPAN",54eed498-a1b0-4ad5-9a0c-5091d38a10d1
"ASAHI KASEI PHARMA COPORATION632 MIFUKU, OHITO-MACHI, TAGATA-GUN SHIZUOKA-KEN JAPAN2-6, 1-CHOME, DOJIMA-HAMA, KITA-KU, OSAKA, JAPAN",54eed492-4978-4003-9e02-5091d38a10d1
"ASAHI KASEI PHARMA CORPORATION1-105 KANDA JINBOCHO, CHIYODA-KU, TOKYO, JAPAN",54eed497-d8a8-4f1e-ada8-5091d38a10d1
"ASAHI KASEI PHARMA CORPORATION NAGOYA PHARMACEUTICALS PLANT61 Ikeda Fukuta-cho, Miyoshi-shi, Aichi, Japan",54eed497-ac84-4caf-bf3f-5091d38a10d1
"ASHE LABORATORIES LTD.ASHETREE WORKS KINGSTON ROAD LEATHERHEAD SURREY KT22 7JZ",54eed489-9528-435f-86c2-5091d38a10d1
"ASHFORD LABORATORIES LTD.14 A/F ZUNG FU INDUSTRIAL BLDG 1067 KING'S RD. QUARRY BAY",54eed494-5d90-4ae4-9ba0-5091d38a10d1
"ASIA PHARMACEUTICAL IND. CO. LTD.413 SHINDOLIM-DONG, YONGDUNGPO-KU, YONGDUNGPO P. O. BOX NO. 27 SEOUL",54eed493-b5f4-42e6-905d-5091d38a10d1
"ASO PHARMACEUTICAL CO., LTD.91 TSUKURE, KIKUYO, KUMAMOTO 869-11, JAPAN.",54eed49a-524c-489d-a592-5091d38a10d1
"Aspen Bad Oldesloe GmbHINDUSTRIESTRASSE 32-36, 23843 BAD OLDESLOE GERMANY",54eed495-ff88-4957-bdf5-5091d38a10d1
"ASPEN EUROPE GMBHINDUSTRIESTRABE 32-36 23843 BAD OLDESLOE, GERMANY",54eed496-e1ac-4fd9-9103-5091d38a10d1
"ASPEN GLOBAL INCORPORATEDGBS PLAZA, CNR LA SALETTE AND ROYAL ROAGS, GRAND BAY, MAURITIUS",54eed495-4590-4d4e-9750-5091d38a10d1
"ASPEN PHARMA PTY LTD556 PRINCES HIGHWAY NOBEL PARK VICTORIA 3174",54eed498-b740-46cd-aa32-5091d38a10d1
"Aspen Pharma Trading Limited12/13 Exchange Place, Custom House Docks, International Financial Services Centre Dublin 1 , Ireland",54eed496-0bb0-47c0-afae-5091d38a10d1
"ASSEMBLY AND RELEASE KIT：JANSSEN PHARMACEUTICA N.V.TURNHOUTSEWEG 30, B-2340 BEERSE BELGIUM",54eed48a-1c44-48f7-8fd1-5091d38a10d1
"ASSIA CHEMICAL INDUSTRIES LTD.2 DENEMARK STREET, P.O.BOX 3100, PETAH-TIQVA 49517, ISRAEL2 DENMARK STREET PETACH-TIQVA",54eed493-60d0-45a6-9e02-5091d38a10d1
"ASSOCIATED DRUG CO.27,BULL TEMPLE ROAD, BASAVANAGUDI,BANGALORE-560004,INDIA",54eed497-26a8-464a-a5d8-5091d38a10d1
"ASTA MEDICA. AG.KANTSTRASSE 2,D-33790 HALLE-KUNSEBECK GERMANYWEISMUELLERSTRASSE 45 60314 FRANKFURT,GERMANY",54eed489-8b54-4d66-b3f6-5091d38a10d1
"ASTELLAS IRELAND CO., LTD.KILLORGLIN CO. KERRY IRELAND",54eed497-ca14-4914-9875-5091d38a10d1
"ASTELLAS PHARMA CO., LIMITED.5 WATERSIDE, CITYWEST BUSINESS CAMPUS, NAAS ROAD,DUBLIN24, IRELAND",54eed497-f50c-43bb-b00d-5091d38a10d1
"ASTELLAS PHARMA EUROPE B.V.HOGEMAAT 2, 7942 JG MEPPEL, THE NETHERLANDS",54eed48a-3990-4dac-be81-5091d38a10d1
"ASTELLAS PHARMA INC.3-11, NIHONBASHI-HONCHO 2 CHOME, CHUO-KU, TOKYO 103-8411, JAPAN",54eed497-f890-42cd-9839-5091d38a10d1
"ASTELLAS PHARMA TECH CO., LTD. NISHINE PLANT.154-13 DAI 2 CHIWARI,OBUKE,HACHIMANTAI-SHI,IWATE,028-7111,JAPAN",54eed498-28c8-45c1-8f87-5091d38a10d1
"ASTELLAS PHARMA TECH CO., LTD. TAKAHAGI TECHNOLOGY CENTER160-2, AKAHARNA, TAKAHAGI-SHI, IBARAKI 318-0001, JAPAN",54eed48a-5a60-4573-8b40-5091d38a10d1
"Astellas Pharma Tech Co., Ltd. Toyama Technology Center2-178 KOJIN-MACHI, TOYAMA 930-0809, JAPAN",54eed497-176c-47bd-9b58-5091d38a10d1
"ASTELLAS PHARMA TECH CO., LTD. YAIZU TECHNOLOGY CENTER180 OZUMI, YAIZU-SHI, SHIZUOKA 425-0072  JAPAN",54eed498-8560-4b0a-9169-5091d38a10d1
"ASTELLAS PHARMA TECH. CO., LTD. TAKAOKA PLANT30, TOIDESAKAE-MACHI, TAKAOKA CITY, TOYAMA, 939-1118 JAPAN",54eed49a-f11c-433e-8e52-5091d38a10d1
"ASTELLAS PHARMA TECHNOLOGIES, INC.3300 MARSHALL AVE. NORMAN, OK 73072 USA",54eed48a-71d0-4e45-9f5c-5091d38a10d1
"ASTELLAS TOKAI CO., LTD. (YAIZU PLANT)桃園縣平鎮巿中豐路１８２號",54eed48a-b970-4238-8dab-5091d38a10d1
"ASTELLAS TOKAI CO., LTD. NISHINE PLANT154-13 DAI-2 CHIWARI, OBUKE, NISHINE-CHO, IWATE-GUN, IWATE 028-7111 JAPAN",54eed497-6538-4ab9-94ec-5091d38a10d1
"ASTELLAS TOKAI CO., LTD. YAIZU PLANT3-11, NIHONBASHI - HONCHO 2-CHOME, CHUO-KU, TOKYO 103-8411, JAPAN",54eed499-5364-4ee9-993b-5091d38a10d1
"ASTRA FRANCE PRODUCTION18 RUE DE MONTHAZON-37260 MONTS FRANCE",54eed495-7d58-40aa-94cf-5091d38a10d1
"ASTRA PHARMACEUTICALS. INTERNATIONAL AB (AB A STRA)S-151 85 SODERTALJE",54eed495-ec5c-49bf-9c1b-5091d38a10d1
"ASTRA PHARMACEUTICALS' INTERNATIONAL AB (AB ASTRA)S-22101 LUND",54eed494-f51c-4c4c-8679-5091d38a10d1
"ASTRA ZENECA ABS-151 85 SODERTALJE, SWEDEN",54eed498-0cf0-4f84-aa96-5091d38a10d1
"ASTRA ZENECA UK LIMITEDSILK ROAD BUSINESS PARK MACCLESFIELD CHESHIRE SK10 2NA, UK",54eed498-e70c-4ea3-bf2c-5091d38a10d1
"ASTRAPIN PHARMAZEUTISCHE PRAPARATE DR. KLAUS HOFFMANN GMBH & CO. KG.GEWERBESTRABE 1, 6551 PFAFFEN-SCHWABENHEIM, FEDERAL REPUBLIC OF GERMANY",54eed495-1ec8-4a1e-abfe-5091d38a10d1
"ASTRAZENECA ABS-151 85 SODERTALJE  SWEDEN",54eed496-03d8-4cbc-a64a-5091d38a10d1
"ASTRAZENECA DUNKERQUE PRODUCTION224, AVENUE DE LA DORDOGNE (B.P. 41), 59944 DUNKERQUE CEDEX  2, FRANCE",54eed497-3658-464d-af19-5091d38a10d1
"ASTRAZENECA GMBHOTTO-HAHN-STRABE 68723 PLANKSTADT GERMANY",54eed498-b944-4219-b2ad-5091d38a10d1
"ASTRAZENECA PHARMACEUTICALS LF587 OLD BALTIMORE PIKE,NEWARK DELAWARE,U.S.A. 19702",54eed498-a43c-4a45-9789-5091d38a10d1
"ASTRAZENECA PHARMACEUTICALS LP587 OLD BALTIMORE PIKE,NEWARK, DE 19702, U.S.A.",54eed499-8a2c-46a0-a5d9-5091d38a10d1
"ASTRAZENECA PTY LTD10-14 KHARTOUM ROAD NORTH RYDE NEW SOUTH WALES 2113 AUSTRALIA",54eed497-9ed4-4fd4-9cbe-5091d38a10d1
"ASTRAZENECA UK LIMITEDSILK ROAD BUSINESS PARK,MACCLESFIELD,CHESHIRE,SK10 2NAALDERLEY PARK MACCLESFIELD CHESHIRE SK 10 4TF",54eed489-66dc-4c21-898c-5091d38a10d1
"ASUTO SEIYAKU CO. LTD.4-15, 3-CHOME, OJI-CHO ABENO-KU, OSAKA",54eed496-c2b4-41de-a9ec-5091d38a10d1
"ATHENSTAEDT GMBH + CO. KG.ZUM PANREPEL 11 D-28307 BREMEN",54eed495-4f40-4dce-bb10-5091d38a10d1
"ATLANTIC LABORATORIES CORP. LTD.2038 SUKUMVIT ROAD BANGKOK 11",54eed493-5e50-4cc1-8f0b-5091d38a10d1
"ATLED DEL DOTT F.PETROTTA VIA BRONZINO 5, MILANO",54eed492-8424-4439-b0ac-5091d38a10d1
"ATO ZIZINE69, RUE DE WATTIGNIES BP 50018-75560 PARIS CEDEX 12, FRANCE",54eed499-8624-4f53-aa28-5091d38a10d1
"ATO ZIZINE LABORATOIRES69, RUE DE WATTIGNIES B.P. 50018, 75560 PARIS CEDEX 12, FRANCE",54eed499-da60-474f-ae6a-5091d38a10d1
"ATON PHARMA, INC.3150 BRUNSWICK PIKE, SUITE 130, LAWRENCEVILLE, NJ 08648, U.S.A.",54eed497-265c-417f-9820-5091d38a10d1
"AUGUST BRANDES & CO., K.G.HAMBURG 22 ULMENAU 25",54eed48b-0124-4f20-a766-5091d38a10d1
"AURO LABORATORIES LIMITEDK-56, M.I.D.C IND. AREA TARAPUR, MAHARASHTRA, INDIA",54eed499-abc8-467e-b942-5091d38a10d1
"AURO LABORATORIES LIMITED/PMFR 160K-56, M.I.D.C. INDUSTRIAL AREA, TARAPUR, BOISAR DIST THANE MAHARASHTRA-401 506 INDIA",54eed497-88bc-4a94-b98b-5091d38a10d1
"AUROBINDO PHARMA LIMITEDSY.NO.S. 1/22, 2/1 to 5, 6 to 18, 61 to 69, PYDIBHIMAVARAM VILLAGE, RANASTHALAM MANDAL, SRIKAKULAM DIST, ANDHRA PRADESH, INDIA",54eed49a-b980-42f5-9b1a-5091d38a10d1
"AUROBINDO PHARMA. LTD.PLOT NO:103/A 104/A S.V.C.I.E. BOLLARAM (V) NARSAPUR (TQ) MEDAK (DIST) ANDHRA PRADESH INDIA",54eed497-ff9c-454f-bfe6-5091d38a10d1
